"Name","X-Coordiante","Y-Coordinate","Rotation","Value","Package"
"R222","69.625","50.170","0","1.5kR","0603"
"C222","71.650","51.250","0","1nF","0603"
"LED222","72.150","49.000","90","green_150060VS75000","0603"
"IC223","50.000","52.345","90","BGS12P2L6","TSLP-6-4"
"R223","49.625","50.170","0","1.5kR","0603"
"C223","51.650","51.250","0","1nF","0603"
"LED223","52.150","49.000","90","green_150060VS75000","0603"
"IC224","30.000","52.345","90","BGS12P2L6","TSLP-6-4"
"R224","29.625","50.170","0","1.5kR","0603"
"C224","31.650","51.250","0","1nF","0603"
"LED224","32.150","49.000","90","green_150060VS75000","0603"
"IC225","330.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R225","329.625","37.170","0","1.5kR","0603"
"C225","331.650","38.250","0","1nF","0603"
"LED225","332.150","36.000","90","green_150060VS75000","0603"
"IC226","310.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R226","309.625","37.170","0","1.5kR","0603"
"C226","311.650","38.250","0","1nF","0603"
"LED226","312.150","36.000","90","green_150060VS75000","0603"
"IC227","290.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R227","289.625","37.170","0","1.5kR","0603"
"C227","291.650","38.250","0","1nF","0603"
"LED227","292.150","36.000","90","green_150060VS75000","0603"
"IC228","270.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R228","269.625","37.170","0","1.5kR","0603"
"C228","271.650","38.250","0","1nF","0603"
"LED228","272.150","36.000","90","green_150060VS75000","0603"
"IC229","250.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R229","249.625","37.170","0","1.5kR","0603"
"C229","251.650","38.250","0","1nF","0603"
"LED229","252.150","36.000","90","green_150060VS75000","0603"
"IC230","230.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R230","229.625","37.170","0","1.5kR","0603"
"C230","231.650","38.250","0","1nF","0603"
"LED230","232.150","36.000","90","green_150060VS75000","0603"
"IC231","210.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R231","209.625","37.170","0","1.5kR","0603"
"C231","211.650","38.250","0","1nF","0603"
"LED231","212.150","36.000","90","green_150060VS75000","0603"
"IC232","190.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R232","189.625","37.170","0","1.5kR","0603"
"C232","191.650","38.250","0","1nF","0603"
"LED232","192.150","36.000","90","green_150060VS75000","0603"
"IC233","170.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R233","169.625","37.170","0","1.5kR","0603"
"C233","171.650","38.250","0","1nF","0603"
"LED233","172.150","36.000","90","green_150060VS75000","0603"
"IC234","150.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R234","149.625","37.170","0","1.5kR","0603"
"C234","151.650","38.250","0","1nF","0603"
"LED234","152.150","36.000","90","green_150060VS75000","0603"
"IC235","130.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R235","129.625","37.170","0","1.5kR","0603"
"C235","131.650","38.250","0","1nF","0603"
"LED235","132.150","36.000","90","green_150060VS75000","0603"
"IC236","110.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R236","109.625","37.170","0","1.5kR","0603"
"C236","111.650","38.250","0","1nF","0603"
"LED236","112.150","36.000","90","green_150060VS75000","0603"
"IC237","90.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R237","89.625","37.170","0","1.5kR","0603"
"C237","91.650","38.250","0","1nF","0603"
"LED237","92.150","36.000","90","green_150060VS75000","0603"
"IC238","70.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R238","69.625","37.170","0","1.5kR","0603"
"C238","71.650","38.250","0","1nF","0603"
"LED238","72.150","36.000","90","green_150060VS75000","0603"
"IC239","50.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R239","49.625","37.170","0","1.5kR","0603"
"C239","51.650","38.250","0","1nF","0603"
"LED239","52.150","36.000","90","green_150060VS75000","0603"
"IC240","30.000","39.345","90","BGS12P2L6","TSLP-6-4"
"R240","29.625","37.170","0","1.5kR","0603"
"C240","31.650","38.250","0","1nF","0603"
"LED240","32.150","36.000","90","green_150060VS75000","0603"
"IC241","330.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R241","329.625","24.170","0","1.5kR","0603"
"C241","331.650","25.250","0","1nF","0603"
"LED241","332.150","23.000","90","green_150060VS75000","0603"
"IC242","310.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R242","309.625","24.170","0","1.5kR","0603"
"C242","311.650","25.250","0","1nF","0603"
"LED242","312.150","23.000","90","green_150060VS75000","0603"
"IC243","290.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R243","289.625","24.170","0","1.5kR","0603"
"C243","291.650","25.250","0","1nF","0603"
"LED243","292.150","23.000","90","green_150060VS75000","0603"
"IC244","270.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R244","269.625","24.170","0","1.5kR","0603"
"C244","271.650","25.250","0","1nF","0603"
"LED244","272.150","23.000","90","green_150060VS75000","0603"
"IC245","250.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R245","249.625","24.170","0","1.5kR","0603"
"C245","251.650","25.250","0","1nF","0603"
"LED245","252.150","23.000","90","green_150060VS75000","0603"
"IC246","230.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R246","229.625","24.170","0","1.5kR","0603"
"C246","231.650","25.250","0","1nF","0603"
"LED246","232.150","23.000","90","green_150060VS75000","0603"
"IC247","210.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R247","209.625","24.170","0","1.5kR","0603"
"C247","211.650","25.250","0","1nF","0603"
"LED247","212.150","23.000","90","green_150060VS75000","0603"
"IC248","190.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R248","189.625","24.170","0","1.5kR","0603"
"C248","191.650","25.250","0","1nF","0603"
"LED248","192.150","23.000","90","green_150060VS75000","0603"
"IC249","170.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R249","169.625","24.170","0","1.5kR","0603"
"C249","171.650","25.250","0","1nF","0603"
"LED249","172.150","23.000","90","green_150060VS75000","0603"
"IC250","150.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R250","149.625","24.170","0","1.5kR","0603"
"C250","151.650","25.250","0","1nF","0603"
"LED250","152.150","23.000","90","green_150060VS75000","0603"
"IC251","130.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R251","129.625","24.170","0","1.5kR","0603"
"C251","131.650","25.250","0","1nF","0603"
"LED251","132.150","23.000","90","green_150060VS75000","0603"
"IC252","110.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R252","109.625","24.170","0","1.5kR","0603"
"C252","111.650","25.250","0","1nF","0603"
"LED252","112.150","23.000","90","green_150060VS75000","0603"
"IC253","90.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R253","89.625","24.170","0","1.5kR","0603"
"C253","91.650","25.250","0","1nF","0603"
"LED253","92.150","23.000","90","green_150060VS75000","0603"
"IC254","70.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R254","69.625","24.170","0","1.5kR","0603"
"C254","71.650","25.250","0","1nF","0603"
"LED254","72.150","23.000","90","green_150060VS75000","0603"
"IC255","50.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R255","49.625","24.170","0","1.5kR","0603"
"C255","51.650","25.250","0","1nF","0603"
"LED255","52.150","23.000","90","green_150060VS75000","0603"
"IC256","30.000","26.345","90","BGS12P2L6","TSLP-6-4"
"R256","29.625","24.170","0","1.5kR","0603"
"C256","31.650","25.250","0","1nF","0603"
"LED256","32.150","23.000","90","green_150060VS75000","0603"
"R257","26.000","226.550","0","0R","0603"
"R258","42.000","226.550","0","0R","0603"
"R259","62.000","226.550","0","0R","0603"
"R260","82.000","226.550","0","0R","0603"
"R261","102.000","226.550","0","0R","0603"
"R262","122.000","226.550","0","0R","0603"
"R263","142.000","226.550","0","0R","0603"
"R264","162.000","226.550","0","0R","0603"
"R265","182.000","226.550","0","0R","0603"
"R266","202.000","226.550","0","0R","0603"
"R267","222.000","226.550","0","0R","0603"
"R268","242.000","226.550","0","0R","0603"
"R269","262.000","226.550","0","0R","0603"
"R270","282.000","226.550","0","0R","0603"
"R271","302.000","226.550","0","0R","0603"
"R272","40.000","223.050","0","0R","0603"
"R273","60.000","223.050","0","0R","0603"
"R274","80.000","223.050","0","0R","0603"
"R275","100.000","223.050","0","0R","0603"
"R276","120.000","223.050","0","0R","0603"
"R277","140.000","223.050","0","0R","0603"
"R278","160.000","223.050","0","0R","0603"
"R279","180.000","223.050","0","0R","0603"
"R280","200.000","223.050","0","0R","0603"
"R281","220.000","223.050","0","0R","0603"
"R282","240.000","223.050","0","0R","0603"
"R283","260.000","223.050","0","0R","0603"
"R284","280.000","223.050","0","0R","0603"
"R285","300.000","223.050","0","0R","0603"
"R286","320.000","223.050","0","0R","0603"
"R287","42.000","223.050","0","0R","0603"
"R288","62.000","223.050","0","0R","0603"
"R289","82.000","223.050","0","0R","0603"
"R290","102.000","223.050","0","0R","0603"
"R291","122.000","223.050","0","0R","0603"
"R292","142.000","223.050","0","0R","0603"
"R293","162.000","223.050","0","0R","0603"
"R294","182.000","223.050","0","0R","0603"
"R295","202.000","223.050","0","0R","0603"
"R296","222.000","223.050","0","0R","0603"
"R297","242.000","223.050","0","0R","0603"
"R298","262.000","223.050","0","0R","0603"
"R299","282.000","223.050","0","0R","0603"
"R300","302.000","223.050","0","0R","0603"
"R301","322.000","223.050","0","0R","0603"
"IC257","324.110","142.800","270","74HC595BQ","DHVQFN16"
"C257","327.350","150.300","0","100nF","0603"
"R302","327.350","143.070","0","0R","0603"
"R303","327.350","138.530","0","0R","0603"
"R304","325.650","138.530","0","0R","0603"
"R305","327.260","134.930","0","0R","0603"
"R306","325.560","134.930","0","0R","0603"
"R307","323.860","134.930","0","0R","0603"
"R308","322.160","134.930","0","0R","0603"
"R309","322.160","130.830","0","0R","0603"
"IC258","304.110","142.800","270","74HC595BQ","DHVQFN16"
"C258","307.350","150.300","0","100nF","0603"
"R310","307.350","143.070","0","0R","0603"
"R311","307.350","138.530","0","0R","0603"
"R312","305.650","138.530","0","0R","0603"
"R313","307.260","134.930","0","0R","0603"
"R314","305.560","134.930","0","0R","0603"
"R315","303.860","134.930","0","0R","0603"
"R316","302.160","134.930","0","0R","0603"
"R317","302.160","130.830","0","0R","0603"
"IC259","284.110","142.800","270","74HC595BQ","DHVQFN16"
"C259","287.350","150.300","0","100nF","0603"
"R318","287.350","143.070","0","0R","0603"
"R319","287.350","138.530","0","0R","0603"
"R320","285.650","138.530","0","0R","0603"
"R321","287.260","134.930","0","0R","0603"
"R322","285.560","134.930","0","0R","0603"
"R323","283.860","134.930","0","0R","0603"
"R324","282.160","134.930","0","0R","0603"
"R325","282.160","130.830","0","0R","0603"
"IC260","264.110","142.800","270","74HC595BQ","DHVQFN16"
"C260","267.350","150.300","0","100nF","0603"
"R326","267.350","143.070","0","0R","0603"
"R327","267.350","138.530","0","0R","0603"
"R328","265.650","138.530","0","0R","0603"
"R329","267.260","134.930","0","0R","0603"
"R330","265.560","134.930","0","0R","0603"
"R331","263.860","134.930","0","0R","0603"
"R332","262.160","134.930","0","0R","0603"
"R333","262.160","130.830","0","0R","0603"
"IC261","244.110","142.800","270","74HC595BQ","DHVQFN16"
"C261","247.350","150.300","0","100nF","0603"
"R334","247.350","143.070","0","0R","0603"
"R335","247.350","138.530","0","0R","0603"
"R336","245.650","138.530","0","0R","0603"
"R337","247.260","134.930","0","0R","0603"
"R338","245.560","134.930","0","0R","0603"
"R339","243.860","134.930","0","0R","0603"
"R340","242.160","134.930","0","0R","0603"
"R341","242.160","130.830","0","0R","0603"
"IC262","224.110","142.800","270","74HC595BQ","DHVQFN16"
"C262","227.350","150.300","0","100nF","0603"
"R342","227.350","143.070","0","0R","0603"
"R343","227.350","138.530","0","0R","0603"
"R344","225.650","138.530","0","0R","0603"
"R345","227.260","134.930","0","0R","0603"
"R346","225.560","134.930","0","0R","0603"
"R347","223.860","134.930","0","0R","0603"
"R348","222.160","134.930","0","0R","0603"
"R349","222.160","130.830","0","0R","0603"
"IC263","204.110","142.800","270","74HC595BQ","DHVQFN16"
"C263","207.350","150.300","0","100nF","0603"
"R350","207.350","143.070","0","0R","0603"
"R351","207.350","138.530","0","0R","0603"
"R352","205.650","138.530","0","0R","0603"
"R353","207.260","134.930","0","0R","0603"
"R354","205.560","134.930","0","0R","0603"
"R355","203.860","134.930","0","0R","0603"
"R356","202.160","134.930","0","0R","0603"
"R357","202.160","130.830","0","0R","0603"
"IC264","184.110","142.800","270","74HC595BQ","DHVQFN16"
"C264","187.350","150.300","0","100nF","0603"
"R358","187.350","143.070","0","0R","0603"
"R359","187.350","138.530","0","0R","0603"
"R360","185.650","138.530","0","0R","0603"
"R361","187.260","134.930","0","0R","0603"
"R362","185.560","134.930","0","0R","0603"
"R363","183.860","134.930","0","0R","0603"
"R364","182.160","134.930","0","0R","0603"
"R365","182.160","130.830","0","0R","0603"
"IC265","164.110","142.800","270","74HC595BQ","DHVQFN16"
"C265","167.350","150.300","0","100nF","0603"
"R366","167.350","143.070","0","0R","0603"
"R367","167.350","138.530","0","0R","0603"
"R368","165.650","138.530","0","0R","0603"
"R369","167.260","134.930","0","0R","0603"
"R370","165.560","134.930","0","0R","0603"
"R371","163.860","134.930","0","0R","0603"
"R372","162.160","134.930","0","0R","0603"
"R373","162.160","130.830","0","0R","0603"
"IC266","144.110","142.800","270","74HC595BQ","DHVQFN16"
"C266","147.350","150.300","0","100nF","0603"
"R374","147.350","143.070","0","0R","0603"
"R375","147.350","138.530","0","0R","0603"
"R376","145.650","138.530","0","0R","0603"
"R377","147.260","134.930","0","0R","0603"
"R378","145.560","134.930","0","0R","0603"
"R379","143.860","134.930","0","0R","0603"
"R380","142.160","134.930","0","0R","0603"
"R381","142.160","130.830","0","0R","0603"
"IC267","124.110","142.800","270","74HC595BQ","DHVQFN16"
"C267","127.350","150.300","0","100nF","0603"
"R382","127.350","143.070","0","0R","0603"
"R383","127.350","138.530","0","0R","0603"
"R384","125.650","138.530","0","0R","0603"
"R385","127.260","134.930","0","0R","0603"
"R386","125.560","134.930","0","0R","0603"
"R387","123.860","134.930","0","0R","0603"
"R388","122.160","134.930","0","0R","0603"
"R389","122.160","130.830","0","0R","0603"
"IC268","104.110","142.800","270","74HC595BQ","DHVQFN16"
"C268","107.350","150.300","0","100nF","0603"
"R390","107.350","143.070","0","0R","0603"
"R391","107.350","138.530","0","0R","0603"
"R392","105.650","138.530","0","0R","0603"
"R393","107.260","134.930","0","0R","0603"
"R394","105.560","134.930","0","0R","0603"
"R395","103.860","134.930","0","0R","0603"
"R396","102.160","134.930","0","0R","0603"
"R397","102.160","130.830","0","0R","0603"
"IC269","84.110","142.800","270","74HC595BQ","DHVQFN16"
"C269","87.350","150.300","0","100nF","0603"
"R398","87.350","143.070","0","0R","0603"
"R399","87.350","138.530","0","0R","0603"
"R400","85.650","138.530","0","0R","0603"
"R401","87.260","134.930","0","0R","0603"
"R402","85.560","134.930","0","0R","0603"
"R403","83.860","134.930","0","0R","0603"
"R404","82.160","134.930","0","0R","0603"
"R405","82.160","130.830","0","0R","0603"
"IC270","64.110","142.800","270","74HC595BQ","DHVQFN16"
"C270","67.350","150.300","0","100nF","0603"
"R406","67.350","143.070","0","0R","0603"
"R407","67.350","138.530","0","0R","0603"
"R408","65.650","138.530","0","0R","0603"
"R409","67.260","134.930","0","0R","0603"
"R410","65.560","134.930","0","0R","0603"
"R411","63.860","134.930","0","0R","0603"
"R412","62.160","134.930","0","0R","0603"
"R413","62.160","130.830","0","0R","0603"
"IC271","44.110","142.800","270","74HC595BQ","DHVQFN16"
"C271","47.350","150.300","0","100nF","0603"
"R414","47.350","143.070","0","0R","0603"
"R415","47.350","138.530","0","0R","0603"
"R416","45.650","138.530","0","0R","0603"
"R417","47.260","134.930","0","0R","0603"
"R418","45.560","134.930","0","0R","0603"
"R419","43.860","134.930","0","0R","0603"
"R420","42.160","134.930","0","0R","0603"
"R421","42.160","130.830","0","0R","0603"
"IC272","24.110","142.800","270","74HC595BQ","DHVQFN16"
"C272","27.350","150.300","0","100nF","0603"
"R422","27.350","143.070","0","0R","0603"
"R423","27.350","138.530","0","0R","0603"
"R424","25.650","138.530","0","0R","0603"
"R425","27.260","134.930","0","0R","0603"
"R426","25.560","134.930","0","0R","0603"
"R427","23.860","134.930","0","0R","0603"
"R428","22.160","134.930","0","0R","0603"
"R429","22.160","130.830","0","0R","0603"
"IC273","324.110","38.800","270","74HC595BQ","DHVQFN16"
"C273","327.350","46.300","0","100nF","0603"
"R430","327.350","39.070","0","0R","0603"
"R431","327.350","34.530","0","0R","0603"
"R432","325.650","34.530","0","0R","0603"
"R433","327.260","30.930","0","0R","0603"
"R434","325.560","30.930","0","0R","0603"
"R435","323.860","30.930","0","0R","0603"
"R436","322.160","30.930","0","0R","0603"
"R437","322.160","26.830","0","0R","0603"
"IC274","304.110","38.800","270","74HC595BQ","DHVQFN16"
"C274","307.350","46.300","0","100nF","0603"
"R438","307.350","39.070","0","0R","0603"
"R439","307.350","34.530","0","0R","0603"
"R440","305.650","34.530","0","0R","0603"
"R441","307.260","30.930","0","0R","0603"
"R442","305.560","30.930","0","0R","0603"
"R443","303.860","30.930","0","0R","0603"
"R444","302.160","30.930","0","0R","0603"
"R445","302.160","26.830","0","0R","0603"
"IC275","284.110","38.800","270","74HC595BQ","DHVQFN16"
"C275","287.350","46.300","0","100nF","0603"
"R446","287.350","39.070","0","0R","0603"
"R447","287.350","34.530","0","0R","0603"
"R448","285.650","34.530","0","0R","0603"
"R449","287.260","30.930","0","0R","0603"
"R450","285.560","30.930","0","0R","0603"
"R451","283.860","30.930","0","0R","0603"
"R452","282.160","30.930","0","0R","0603"
"R453","282.160","26.830","0","0R","0603"
"IC276","264.110","38.800","270","74HC595BQ","DHVQFN16"
"C276","267.350","46.300","0","100nF","0603"
"R454","267.350","39.070","0","0R","0603"
"R455","267.350","34.530","0","0R","0603"
"R456","265.650","34.530","0","0R","0603"
"R457","267.260","30.930","0","0R","0603"
"R458","265.560","30.930","0","0R","0603"
"R459","263.860","30.930","0","0R","0603"
"R460","262.160","30.930","0","0R","0603"
"R461","262.160","26.830","0","0R","0603"
"IC277","244.110","38.800","270","74HC595BQ","DHVQFN16"
"C277","247.350","46.300","0","100nF","0603"
"R462","247.350","39.070","0","0R","0603"
"R463","247.350","34.530","0","0R","0603"
"R464","245.650","34.530","0","0R","0603"
"R465","247.260","30.930","0","0R","0603"
"R466","245.560","30.930","0","0R","0603"
"R467","243.860","30.930","0","0R","0603"
"R468","242.160","30.930","0","0R","0603"
"R469","242.160","26.830","0","0R","0603"
"IC278","224.110","38.800","270","74HC595BQ","DHVQFN16"
"C278","227.350","46.300","0","100nF","0603"
"R470","227.350","39.070","0","0R","0603"
"R471","227.350","34.530","0","0R","0603"
"R472","225.650","34.530","0","0R","0603"
"R473","227.260","30.930","0","0R","0603"
"R474","225.560","30.930","0","0R","0603"
"R475","223.860","30.930","0","0R","0603"
"R476","222.160","30.930","0","0R","0603"
"R477","222.160","26.830","0","0R","0603"
"IC279","204.110","38.800","270","74HC595BQ","DHVQFN16"
"C279","207.350","46.300","0","100nF","0603"
"R478","207.350","39.070","0","0R","0603"
"R479","207.350","34.530","0","0R","0603"
"R480","205.650","34.530","0","0R","0603"
"R481","207.260","30.930","0","0R","0603"
"R482","205.560","30.930","0","0R","0603"
"R483","203.860","30.930","0","0R","0603"
"R484","202.160","30.930","0","0R","0603"
"R485","202.160","26.830","0","0R","0603"
"IC280","184.110","38.800","270","74HC595BQ","DHVQFN16"
"C280","187.350","46.300","0","100nF","0603"
"R486","187.350","39.070","0","0R","0603"
"R487","187.350","34.530","0","0R","0603"
"R488","185.650","34.530","0","0R","0603"
"R489","187.260","30.930","0","0R","0603"
"R490","185.560","30.930","0","0R","0603"
"R491","183.860","30.930","0","0R","0603"
"R492","182.160","30.930","0","0R","0603"
"R493","180.800","28.430","90","0R","0603"
"IC281","164.110","38.800","270","74HC595BQ","DHVQFN16"
"C281","167.350","46.300","0","100nF","0603"
"R494","167.350","39.070","0","0R","0603"
"R495","167.350","34.530","0","0R","0603"
"R496","165.650","34.530","0","0R","0603"
"R497","167.260","30.930","0","0R","0603"
"R498","165.560","30.930","0","0R","0603"
"R499","163.860","30.930","0","0R","0603"
"R500","162.160","30.930","0","0R","0603"
"R501","162.160","26.830","0","0R","0603"
"IC282","144.110","38.800","270","74HC595BQ","DHVQFN16"
"C282","147.350","46.300","0","100nF","0603"
"R502","147.350","39.070","0","0R","0603"
"R503","147.350","34.530","0","0R","0603"
"R504","145.650","34.530","0","0R","0603"
"R505","147.260","30.930","0","0R","0603"
"R506","145.560","30.930","0","0R","0603"
"R507","143.860","30.930","0","0R","0603"
"R508","142.160","30.930","0","0R","0603"
"R509","142.160","26.830","0","0R","0603"
"IC283","124.110","38.800","270","74HC595BQ","DHVQFN16"
"C283","127.350","46.300","0","100nF","0603"
"R510","127.350","39.070","0","0R","0603"
"R511","127.350","34.530","0","0R","0603"
"R512","125.650","34.530","0","0R","0603"
"R513","127.260","30.930","0","0R","0603"
"R514","125.560","30.930","0","0R","0603"
"R515","123.860","30.930","0","0R","0603"
"R516","122.160","30.930","0","0R","0603"
"R517","122.160","26.830","0","0R","0603"
"IC284","104.110","38.800","270","74HC595BQ","DHVQFN16"
"C284","107.350","46.300","0","100nF","0603"
"R518","107.350","39.070","0","0R","0603"
"R519","107.350","34.530","0","0R","0603"
"R520","105.650","34.530","0","0R","0603"
"R521","107.260","30.930","0","0R","0603"
"R522","105.560","30.930","0","0R","0603"
"R523","103.860","30.930","0","0R","0603"
"R524","102.160","30.930","0","0R","0603"
"R525","102.160","26.830","0","0R","0603"
"IC285","84.110","38.800","270","74HC595BQ","DHVQFN16"
"C285","87.350","46.300","0","100nF","0603"
"R526","87.350","39.070","0","0R","0603"
"R527","87.350","34.530","0","0R","0603"
"R528","85.650","34.530","0","0R","0603"
"R529","87.260","30.930","0","0R","0603"
"R530","85.560","30.930","0","0R","0603"
"R531","83.860","30.930","0","0R","0603"
"R532","82.160","30.930","0","0R","0603"
"R533","82.160","26.830","0","0R","0603"
"IC286","64.110","38.800","270","74HC595BQ","DHVQFN16"
"C286","67.350","46.300","0","100nF","0603"
"R534","67.350","39.070","0","0R","0603"
"R535","67.350","34.530","0","0R","0603"
"R536","65.650","34.530","0","0R","0603"
"R537","67.260","30.930","0","0R","0603"
"R538","65.560","30.930","0","0R","0603"
"R539","63.860","30.930","0","0R","0603"
"R540","62.160","30.930","0","0R","0603"
"R541","62.160","26.830","0","0R","0603"
"IC287","44.110","38.800","270","74HC595BQ","DHVQFN16"
"C287","47.350","46.300","0","100nF","0603"
"R542","47.350","39.070","0","0R","0603"
"R543","47.350","34.530","0","0R","0603"
"R544","45.650","34.530","0","0R","0603"
"R545","47.260","30.930","0","0R","0603"
"R546","45.560","30.930","0","0R","0603"
"R547","43.860","30.930","0","0R","0603"
"R548","42.160","30.930","0","0R","0603"
"R549","42.160","26.830","0","0R","0603"
"IC288","24.110","38.800","270","74HC595BQ","DHVQFN16"
"C288","27.350","46.300","0","100nF","0603"
"R550","27.350","39.070","0","0R","0603"
"R551","27.350","34.530","0","0R","0603"
"R552","25.650","34.530","0","0R","0603"
"R553","27.260","30.930","0","0R","0603"
"R554","25.560","30.930","0","0R","0603"
"R555","23.860","30.930","0","0R","0603"
"R556","22.160","30.930","0","0R","0603"
"R557","22.160","26.830","0","0R","0603"
